Index,Order ID,Cust ID,Gender,Age,Age Group,Date,Month,Status,Channel,SKU,Category,Size,Qty,Currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
120,ORD00120,CUST00120,Female,42,36-50,2024-02-09,February,Delivered,App,SKU0120,Electronics,M,4,INR,2744,Bhopal,Madhya Pradesh,478138,India,No
121,ORD00121,CUST00121,Female,53,50+,2024-09-18,September,Delivered,App,SKU0121,Home,S,2,INR,3377,Jaipur,Delhi,324351,India,Yes
122,ORD00122,CUST00122,Female,47,36-50,2024-05-25,May,Cancelled,App,SKU0122,Clothing,XL,5,INR,3591,Delhi,Delhi,204846,India,No
123,ORD00123,CUST00123,Female,44,36-50,2024-06-29,June,Shipped,App,SKU0123,Beauty,XL,2,INR,2496,Delhi,Rajasthan,395236,India,No
124,ORD00124,CUST00124,Female,51,50+,2024-09-05,September,Cancelled,App,SKU0124,Beauty,L,5,INR,249,Indore,Delhi,135221,India,Yes
125,ORD00125,CUST00125,Female,30,26-35,2024-12-27,December,Returned,App,SKU0125,Home,S,4,INR,1637,Jaipur,Maharashtra,108688,India,Yes
126,ORD00126,CUST00126,Female,52,50+,2024-02-03,February,Delivered,Online,SKU0126,Clothing,S,5,INR,2426,Indore,Delhi,978101,India,No
127,ORD00127,CUST00127,Female,60,50+,2024-10-08,October,Returned,Online,SKU0127,Beauty,M,1,INR,4937,Bhopal,Madhya Pradesh,632928,India,Yes
128,ORD00128,CUST00128,Female,58,50+,2024-02-20,February,Shipped,Retail,SKU0128,Electronics,M,5,INR,781,Jaipur,Rajasthan,305552,India,Yes
129,ORD00129,CUST00129,Female,58,50+,2024-02-10,February,Cancelled,Online,SKU0129,Beauty,S,5,INR,950,Jaipur,Delhi,615687,India,No
130,ORD00130,CUST00130,Male,47,36-50,2024-02-10,February,Cancelled,App,SKU0130,Beauty,XL,3,INR,3635,Indore,Maharashtra,337300,India,No
131,ORD00131,CUST00131,Female,20,18-25,2024-01-11,January,Returned,Retail,SKU0131,Electronics,S,2,INR,4197,Bhopal,Delhi,147280,India,No
132,ORD00132,CUST00132,Female,56,50+,2024-01-25,January,Returned,Retail,SKU0132,Home,XL,5,INR,2103,Bhopal,Maharashtra,281424,India,Yes
133,ORD00133,CUST00133,Male,60,50+,2024-03-08,March,Cancelled,Online,SKU0133,Beauty,L,2,INR,2737,Indore,Rajasthan,335961,India,No
134,ORD00134,CUST00134,Male,31,26-35,2024-12-27,December,Delivered,Online,SKU0134,Electronics,S,4,INR,1414,Jaipur,Maharashtra,403141,India,Yes
135,ORD00135,CUST00135,Male,59,50+,2024-09-13,September,Shipped,App,SKU0135,Electronics,L,3,INR,4313,Bhopal,Rajasthan,125119,India,Yes
136,ORD00136,CUST00136,Male,42,36-50,2024-08-22,August,Cancelled,Online,SKU0136,Home,M,5,INR,2376,Indore,Rajasthan,658232,India,Yes
137,ORD00137,CUST00137,Female,20,18-25,2024-11-12,November,Returned,Retail,SKU0137,Beauty,M,2,INR,4111,Delhi,Rajasthan,302932,India,Yes
138,ORD00138,CUST00138,Male,41,36-50,2024-04-14,April,Delivered,Retail,SKU0138,Beauty,L,1,INR,1959,Jaipur,Madhya Pradesh,990179,India,No
139,ORD00139,CUST00139,Female,52,50+,2024-06-01,June,Shipped,Retail,SKU0139,Home,M,4,INR,4301,Jaipur,Maharashtra,837979,India,No
140,ORD00140,CUST00140,Female,31,26-35,2024-04-06,April,Shipped,Online,SKU0140,Beauty,XL,2,INR,2676,Mumbai,Madhya Pradesh,744114,India,Yes
141,ORD00141,CUST00141,Female,20,18-25,2024-06-29,June,Shipped,App,SKU0141,Clothing,L,1,INR,4613,Bhopal,Rajasthan,475021,India,No
142,ORD00142,CUST00142,Female,36,36-50,2024-05-26,May,Shipped,Retail,SKU0142,Beauty,L,3,INR,1858,Mumbai,Delhi,267124,India,No
143,ORD00143,CUST00143,Female,49,36-50,2024-08-13,August,Returned,Online,SKU0143,Electronics,M,4,INR,815,Delhi,Madhya Pradesh,149889,India,No
144,ORD00144,CUST00144,Male,52,50+,2024-12-20,December,Returned,Online,SKU0144,Home,XL,4,INR,3556,Mumbai,Delhi,771385,India,No
145,ORD00145,CUST00145,Male,56,50+,2024-08-27,August,Returned,Online,SKU0145,Beauty,L,2,INR,1389,Indore,Madhya Pradesh,612379,India,No
146,ORD00146,CUST00146,Female,56,50+,2024-01-21,January,Returned,App,SKU0146,Home,M,1,INR,745,Indore,Madhya Pradesh,694710,India,Yes
147,ORD00147,CUST00147,Male,23,18-25,2024-12-22,December,Shipped,App,SKU0147,Clothing,L,1,INR,582,Bhopal,Rajasthan,999523,India,Yes
148,ORD00148,CUST00148,Male,60,50+,2024-11-03,November,Delivered,Online,SKU0148,Electronics,S,5,INR,4764,Bhopal,Rajasthan,871413,India,Yes
149,ORD00149,CUST00149,Female,19,18-25,2024-10-16,October,Cancelled,Retail,SKU0149,Home,S,4,INR,3794,Jaipur,Madhya Pradesh,490443,India,Yes
150,ORD00150,CUST00150,Male,51,50+,2024-06-01,June,Returned,App,SKU0150,Clothing,M,4,INR,2942,Delhi,Delhi,151820,India,No
151,ORD00151,CUST00151,Male,23,18-25,2024-09-08,September,Returned,Online,SKU0151,Beauty,S,2,INR,4993,Delhi,Madhya Pradesh,417964,India,No
152,ORD00152,CUST00152,Male,44,36-50,2024-04-20,April,Cancelled,App,SKU0152,Electronics,S,1,INR,2892,Indore,Delhi,813583,India,Yes
153,ORD00153,CUST00153,Female,54,50+,2024-01-05,January,Shipped,Online,SKU0153,Home,S,5,INR,4566,Delhi,Rajasthan,706711,India,Yes
154,ORD00154,CUST00154,Male,52,50+,2024-09-21,September,Cancelled,Online,SKU0154,Home,XL,5,INR,4035,Bhopal,Rajasthan,410248,India,No
155,ORD00155,CUST00155,Female,49,36-50,2024-04-29,April,Delivered,App,SKU0155,Beauty,M,5,INR,3148,Indore,Maharashtra,624957,India,No
156,ORD00156,CUST00156,Female,52,50+,2024-07-07,July,Shipped,App,SKU0156,Electronics,L,2,INR,3830,Indore,Maharashtra,422312,India,Yes
157,ORD00157,CUST00157,Male,22,18-25,2024-04-27,April,Shipped,Retail,SKU0157,Home,S,5,INR,1452,Bhopal,Maharashtra,699765,India,No
158,ORD00158,CUST00158,Male,22,18-25,2024-02-24,February,Cancelled,Retail,SKU0158,Beauty,L,5,INR,1091,Bhopal,Maharashtra,364131,India,Yes
159,ORD00159,CUST00159,Male,53,50+,2024-05-31,May,Cancelled,Retail,SKU0159,Electronics,S,4,INR,4709,Mumbai,Madhya Pradesh,737548,India,No
160,ORD00160,CUST00160,Male,51,50+,2024-09-06,September,Cancelled,Online,SKU0160,Beauty,M,1,INR,4705,Mumbai,Rajasthan,337524,India,No
161,ORD00161,CUST00161,Female,38,36-50,2024-04-23,April,Delivered,Online,SKU0161,Clothing,M,3,INR,1475,Indore,Delhi,832243,India,Yes
162,ORD00162,CUST00162,Male,39,36-50,2024-12-20,December,Shipped,App,SKU0162,Beauty,S,2,INR,2624,Indore,Delhi,158326,India,No
163,ORD00163,CUST00163,Male,49,36-50,2024-08-16,August,Cancelled,Retail,SKU0163,Clothing,XL,3,INR,2710,Jaipur,Rajasthan,857147,India,No
164,ORD00164,CUST00164,Female,48,36-50,2024-05-29,May,Cancelled,App,SKU0164,Electronics,M,2,INR,3816,Mumbai,Rajasthan,408578,India,No
165,ORD00165,CUST00165,Male,24,18-25,2024-09-18,September,Delivered,Online,SKU0165,Electronics,S,2,INR,4285,Jaipur,Madhya Pradesh,723561,India,Yes
166,ORD00166,CUST00166,Female,39,36-50,2024-02-11,February,Cancelled,Online,SKU0166,Beauty,S,2,INR,4257,Jaipur,Rajasthan,967652,India,Yes
167,ORD00167,CUST00167,Male,52,50+,2024-04-10,April,Shipped,Retail,SKU0167,Beauty,XL,1,INR,4902,Jaipur,Rajasthan,143668,India,Yes
168,ORD00168,CUST00168,Female,36,36-50,2024-10-04,October,Returned,App,SKU0168,Clothing,L,4,INR,4626,Jaipur,Rajasthan,777526,India,Yes
169,ORD00169,CUST00169,Male,47,36-50,2024-05-01,May,Cancelled,App,SKU0169,Beauty,S,2,INR,1156,Jaipur,Madhya Pradesh,888836,India,No
170,ORD00170,CUST00170,Male,46,36-50,2024-06-21,June,Shipped,App,SKU0170,Beauty,L,3,INR,2281,Jaipur,Madhya Pradesh,799067,India,Yes
